CompoundID,InChIKey,SMILES,logS,logP,MW
B-1477,NQXUSSVLFOBRSE-UHFFFAOYSA-N,Cc1ccc(c(O)c1)[N+]([O-])=O,-2.7505,1.60882,153.137
B-1478,UWWUXWWWOUNMKW-UHFFFAOYSA-N,O=C1N=CNc2nccnc12,-1.4716,-0.2869,148.125
B-1479,HYCZDWGCJOEHBO-UHFFFAOYSA-N,Nc1ncc2nccnc2n1,-2.2979,0.002,147.141
B-1480,DMZRCHJVWAKCAX-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)Cl,-6.5362,5.2109,343.679
B-1481,QFDRTQONISXGJA-UHFFFAOYSA-N,CN1C(=O)NC2=C(NC(=O)N2)C1=O,-1.5614,-1.7568,182.139
B-1482,HQEMUQNZGCZHHN-UHFFFAOYSA-N,NC(=S)Nc1cccc(c1)[N+]([O-])=O,-1.4499,1.2503,197.219
B-1483,SCHFUNOUOHIHSX-UHFFFAOYSA-N,Cc1nn(c2ccccc2)c(C)c1N=O,-3.7355,2.88704,201.229
B-1484,XGWFJBFNAQHLEF-UHFFFAOYSA-N,OC(=O)c1c2ccccc2cc3ccccc13,-3.4174,3.6912,222.243
B-1486,HYVWIQDYBVKITD-UHFFFAOYSA-N,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,-5.5864,3.31442,347.264
B-1488,PFEFOYRSMXVNEL-UHFFFAOYSA-N,CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-3.875,5.2847,262.437
B-1489,RRNIZKPFKNDSRS-UHFFFAOYSA-N,CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1,-4.2014,3.7726,397.524
B-1490,PKKGKUDPKRTKLJ-UHFFFAOYSA-L,C[Sn](C)(Cl)Cl,-1.0407,2.1658,219.687
B-1492,DAJYZXUXDOSMCG-UHFFFAOYSA-N,CCO[P](=O)(OCC)O[P](=O)(OCC)O[P](=O)(OCC)O[P](=O)(OCC)OCC,0.2956,5.6876,506.255
B-1493,FUSGACRLAFQQRL-UHFFFAOYSA-N,CCN(N=O)C(N)=O,-0.9547,0.0684,117.108
B-1495,YSFZWUJOBANROZ-UHFFFAOYSA-N,CCCCCCCC(C(O)=O)C(O)=O,-2.0411,2.1323,202.25
B-1496,QJGNSTCICFBACB-UHFFFAOYSA-N,CCCCCCCCC(C(O)=O)C(O)=O,-2.92,2.5224,216.277
B-1498,VEZJSKSPVQQGIS-UHFFFAOYSA-N,FCCCl,-0.5291,1.1947,82.505
B-1499,WWUVJRULCWHUSA-UHFFFAOYSA-N,CCCC(C)=C,-3.033,2.3626,84.162
B-1501,DZPCYXCBXGQBRN-UHFFFAOYSA-N,CC(C)=CC=C(C)C,-3.537,2.9188,110.2
B-1503,IWYRWIUNAVNFPE-UHFFFAOYSA-N,O=CC1CO1,1.1423,-0.4159,72.063
B-1504,QGRPVMLBTFGQDQ-UHFFFAOYSA-N,COc1ccccc1Cl,-2.4639,2.3486,142.585
B-1505,IDQNBVFPZMCDDN-UHFFFAOYSA-N,Cc1cc(C)nc(N)n1,-0.4884,0.67564,123.159
B-1506,POTIYWUALSJREP-BDAKNGLRSA-N,C1CC[C@@H]2NCCC[C@H]2C1,-1.0831,1.9286,139.242
B-1508,XXPBFNVKTVJZKF-UHFFFAOYSA-N,C1Cc2ccccc2c3ccccc13,-4.6347,3.4522,180.25
B-1509,GRRIYLZJLGTQJX-UHFFFAOYSA-N,O=C(NNC(=O)c1ccccc1)c2ccccc2,-1.5883,1.7614,240.262
B-1511,IHPUVAUZMHQZSK-UHFFFAOYSA-N,CCCO[P](=O)(OCC)OCC,0.4063,2.5941,196.183
B-1512,MNZAKDODWSQONA-UHFFFAOYSA-N,CCCC[P](=O)(CCCC)CCCC,-0.5932,4.7498,218.321
B-1513,OUWSNHWQZPEFEX-UHFFFAOYSA-N,CCOC(=O)CCCC(=O)OCC,-1.3297,1.2829,188.223
B-1515,RPHZRUDLEUBFCM-UHFFFAOYSA-L,[Ca++].[O-][S](=O)(=O)C[S]([O-])(=O)=O,0.1255,-2.3465,214.233
B-1516,LQAVWYMTUMSFBE-UHFFFAOYSA-N,OCCCC=C,-0.1793,0.9449,86.134
B-1517,AFSYRVDDZGJTIL-UHFFFAOYSA-N,CC(O)CCOCCC(C)O,0.7899,0.5448,162.229
B-1518,HQHCYKULIHKCEB-UHFFFAOYSA-N,OC(=O)CCCCCCCCCCCCC(O)=O,-3.1112,3.8368,258.358
B-1519,SMYRHRFGKYUCFB-UHFFFAOYSA-N,CC(C)C1OCCO1,-0.0651,1.0153,116.16
B-1520,FOEMIZSFFWGXHX-UHFFFAOYSA-N,CSc1ncccn1,-0.402,1.1985,126.184
B-1521,PHMNXPYGVPEQSJ-UHFFFAOYSA-N,CC1CC(OC(C)O1)OC(C)=O,0.759,1.047,174.196
B-1522,WZBKGWBHAPBSBF-UHFFFAOYSA-N,CN1C(=O)N(C)c2nc(C)[nH]c2C1=O,-0.7276,-0.73128,194.194
B-1523,LFHHOHMIVKIHMG-UHFFFAOYSA-N,CN1C(=O)N(C)c2nc(C)n(C)c2C1=O,-1.4493,-0.72088,208.221
B-1524,SKAWDTAMLOJQNK-LBPRGKRZSA-N,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O,-1.8586,1.0025,251.282
B-1525,DDUIUBPJPOKOMV-UHFFFAOYSA-N,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.9284,1.8622,271.39
B-1526,FBMDQVBGIYSDTI-UHFFFAOYSA-N,COCCCNc1nc(NCCCOC)nc(SC)n1,-3.4792,1.4903,301.416
B-1527,DIWRORZWFLOCLC-UHFFFAOYSA-N,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,-3.6036,3.1013,321.163
B-1528,NCMZQTLCXHGLOK-ZKHIMWLXSA-N,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1,-4.4584,4.45,330.468
B-1529,LGYTZKPVOAIUKX-UHFFFAOYSA-N,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.2676,2.9668,322.364
B-1530,RVAQSYWDOSHWGP-UHFFFAOYSA-N,CCO[P](=O)(OCC)C(Cl)(Cl)Cl,-1.7541,3.5802,255.465
B-1532,TXECTBGVEUDNSL-UHFFFAOYSA-N,CC(=O)OC(OC(C)=O)C=C,-1.2449,0.6247,158.153
B-1533,WNYIBZHOMJZDKN-UHFFFAOYSA-N,CC(=O)NCCNC(C)=O,0.6755,-0.7414,144.174
B-1536,VEDDBHYQWFOITD-UHFFFAOYSA-N,OCc1ccc(Br)cc1,-1.9295,1.9414,187.036
B-1537,PTHGDVCPCZKZKR-UHFFFAOYSA-N,OCc1ccc(Cl)cc1,-1.7561,1.8323,142.585
B-1539,ZLKYBXDNXFQYDL-UHFFFAOYSA-N,CCOc1nc(OCC)nc(OCC)n1,-1.4838,1.0677,213.237
B-1540,PIHGQKMEAMSUNA-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2c3ccccc3c4cccc1c24,-7.1031,4.3954,247.253
B-1541,GLFJCEVWKWQSJP-ISFNZQQKSA-N,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4cccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,-1.768,-0.5945,442.424
B-1542,GDTZUQIYUMGJRT-UHFFFAOYSA-N,COCCNC(=O)CS[P](=S)(OC)OC,-1.1356,0.9995,273.316
B-1543,WEBQKRLKWNIYKK-UHFFFAOYSA-N,CCSCCS[P](=O)(OC)OC,-1.8438,2.8736,230.291
B-1545,YBAXNZSTHONUAE-UHFFFAOYSA-N,CC(C(O)=O)C(C)(C)CCC(O)=O,-1.5265,1.5981,188.223
B-1546,CNCOEDDPFOAUMB-UHFFFAOYSA-N,OCNC(=O)C=C,0.8101,-0.7616,101.105
B-1547,AIWAFUBJIYAIGI-UHFFFAOYSA-N,CCCC(=O)NCCNC(=O)CCC,-0.6222,0.819,200.282
B-1548,ZPQAKYPOZRXKFA-UHFFFAOYSA-N,CCCCCC(=O)CCCCC,-3.5322,3.7161,170.296
B-1549,QQHZPQUHCAKSOL-UHFFFAOYSA-N,CCCCO[N+]([O-])=O,-2.0268,0.9948,119.12
B-1550,DQQNMIPXXNPGCV-UHFFFAOYSA-N,CCC#CCC,-2.1675,1.8098,82.146
B-1551,WNYADZVDBIBLJJ-UHFFFAOYSA-N,O=NN1CCCC1,0.9995,0.7636,100.121
B-1552,UZMVSVHUTOAPTD-UHFFFAOYSA-N,O=NN1CCCCCC1,-1.0006,1.5438,128.175
B-1553,XGCHAIDDPMFRLJ-UHFFFAOYSA-N,Oc1c(Cl)ccc(Cl)c1Cl,-2.6422,3.3524,197.448
B-1555,YDLSUFFXJYEVHW-UHFFFAOYSA-N,O=C1CCCCCCCN1,0.6329,1.4568,141.214
B-1556,GVYVHZKTSVDMNT-UHFFFAOYSA-N,O=[S]1(=O)NCc2ccccc12,-1.5208,0.4785,169.205
B-1558,NGXUJKBJBFLCAR-UHFFFAOYSA-N,CN(Cc1ccccc1)N=O,-1.5224,1.7998,150.181
B-1559,CSMSWYXPXRIHBY-UHFFFAOYSA-N,BrC1=CC(=O)Oc2ccccc12,-1.6533,2.5555,225.041
B-1560,FUUHMSUPRUNWRQ-UHFFFAOYSA-N,COc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.2605,4.3088,245.92
B-1561,SFTDDFBJWUWKMN-UHFFFAOYSA-N,Cc1ccc(OCC(O)=O)cc1,-2.1414,1.45842,166.176
B-1563,NCYHCGGUQGDEQW-UHFFFAOYSA-N,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,-5.2394,4.3174,275.946
B-1564,ILBONRFSLATCRE-UHFFFAOYSA-N,CCO[P](=O)(OCC)N=C1SCCS1,-2.5941,3.0035,255.301
B-1566,LTQSAUHRSCMPLD-UHFFFAOYSA-N,CCO[P](=O)(OCC)N=C1SCC(C)S1,-3.6744,3.392,269.328
B-1569,HCFSGRMEEXUOSS-UHFFFAOYSA-N,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,-5.2721,5.2797,340.507
B-1570,YACKEPLHDIMKIO-UHFFFAOYSA-N,C[P](O)(O)=O,-0.6813,-0.2061,96.022
B-1571,VMOWKUTXPNPTEN-UHFFFAOYSA-N,CC(C)N(C)C,1.0597,0.9564,87.166
B-1572,PMCOPORTQICYLN-UHFFFAOYSA-N,CCOC(=O)CO[N+]([O-])=O,-1.7111,-0.2422,149.102
B-1573,ORKAHUKYJCNDDI-UHFFFAOYSA-N,CCOC(=O)CNC(=O)OCC,-0.2435,0.2956,175.184
B-1574,GWZMWHWAWHPNHN-UHFFFAOYSA-N,CC(O)COC(=O)C=C,0.8856,0.0964,130.143
B-1575,VGGLHLAESQEWCR-UHFFFAOYSA-N,NC(=O)NCO,-0.3463,-1.3955,90.082
B-1576,HSNWZBCBUUSSQD-UHFFFAOYSA-N,CCCCCO[N+]([O-])=O,-2.568,1.3849,133.147
B-1577,OXMIDRBAFOEOQT-UHFFFAOYSA-N,CC1CCC(C)O1,0.0723,1.5738,100.161
B-1578,IWYYIZOHWPCALJ-UHFFFAOYSA-N,Cc1cc[n+]([O-])cc1,0.9621,0.62842,109.128
B-1579,DMGGLIWGZFZLIY-UHFFFAOYSA-N,CC1=CC=C[NH++]([O-])[CH-]1,0.9621,0.00449,110.136
B-1580,IVENSCMCQBJAKW-UHFFFAOYSA-N,CCNc1nc(N)nc(Cl)n1,-2.4135,0.539,173.607
B-1581,WULPUQZASCZTPO-UHFFFAOYSA-N,O=C1CCCCCCCCCN1,-1.8862,2.237,169.268
B-1582,HCRWJJJUKUVORR-UHFFFAOYSA-N,CNc1nc(NC(C)C)nc(SC)n1,-2.5656,1.4555,213.31
B-1583,CPRWWXKLQNLTSZ-UHFFFAOYSA-N,CCCCn1cnc2N(C)C(=O)N(C)C(=O)c12,-1.8069,0.2338,236.275
B-1584,HTTLBYITFHMYFK-UHFFFAOYSA-N,O=C1OC(=Nc2ccccc12)c3ccccc3,-4.6084,2.855,223.231
B-1585,ZXFXBSWRVIQKOD-UHFFFAOYSA-N,ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-6.2893,4.4527,389.32
B-1586,BABJTMNVJXLAEX-UHFFFAOYSA-N,CN(C)[P](=O)(N(C)C)n1nc(nc1N)c2ccccc2,-3.0709,1.6067,294.299
B-1587,BUBMNUKMCHTIRR-UHFFFAOYSA-N,OC(=O)CNc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-2.3922,0.9077,286.156
B-1588,NRPKURNSADTHLJ-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,-3.8945,3.3207,282.336
B-1589,XCLIHDJZGPCUBT-UHFFFAOYSA-N,C[Si](C)(O)O,1.0354,-0.3272,92.17
B-1590,JJLKTTCRRLHVGL-UHFFFAOYSA-L,CCCC[Sn++]CCCC.CC([O-])=O.CC([O-])=O,-4.7672,0.6398,351.031
B-1591,XDDAORKBJWWYJS-UHFFFAOYSA-N,OC(=O)CNC[P](O)(O)=O,-1.2069,-1.2042,169.073
B-1592,BIGYLAKFCGVRAN-UHFFFAOYSA-N,S=C1NNC(=S)S1,-0.7552,1.86328,150.253
B-1593,IPWBFGUBXWMIPR-UHFFFAOYSA-N,Fc1ccccc1Br,-2.6958,2.5882,175
B-1594,PAIIFXHEHLRVNC-UHFFFAOYSA-N,Oc1cnn(c1)c2ccccc2,-1.9616,1.5779,160.176
B-1595,LBNXAWYDQUGHGX-UHFFFAOYSA-N,CCCCCCCc1ccccc1,-5.5959,4.1995,176.303
B-1596,ULULAZKOCFNOIM-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccc(O)cc1,-3.949,3.1293,222.284
B-1597,ZTJORNVITHUQJA-UHFFFAOYSA-N,CCCCCCCOC(=O)c1ccc(O)cc1,-4.0725,3.5194,236.311
B-1598,WURGXGVFSMYFCG-UHFFFAOYSA-N,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,-5.4088,3.006,333.237
B-1599,PHEOVVDXTQVHAZ-UHFFFAOYSA-N,CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,-4.5835,3.1546,444.568
B-1600,PZXOQEXFMJCDPG-UHFFFAOYSA-N,CNC(=O)CS[P](=O)(OC)OC,0.6712,0.8665,213.195
B-1602,XUYPXLNMDZIRQH-ZCFIWIBFSA-M,CSCC[C@@H](NC(C)=O)C([O-])=O,-0.3216,-1.0059,190.244
B-1603,RDFMDVXONNIGBC-UHFFFAOYSA-N,CCCCCC(N)C(O)=O,-0.94,0.9786,145.202
B-1604,YFCDLVPYFMHRQZ-UHFFFAOYSA-N,OCCN(CCO)N=O,0.8724,-1.0456,134.135
B-1605,XTAZYLNFDRKIHJ-UHFFFAOYSA-N,CCCCCCCCN(CCCCCCCC)CCCCCCCC,-6.8496,8.3699,353.679
B-1606,JLEHSYHLHLHPAL-UHFFFAOYSA-N,CC(C)(C)NC(N)=O,-0.7306,0.4532,116.164
B-1607,PFEAZKFNWPIFCV-UHFFFAOYSA-N,C[Si](C)(O)O[Si](C)(C)O,-0.1796,0.3912,166.325
B-1608,XTDYIOOONNVFMA-UHFFFAOYSA-N,COC(=O)CCCC(=O)OC,-0.4337,0.5027,160.169
B-1610,AMSFEMSYKQQCHL-UHFFFAOYSA-N,CCCCC#CC,-2.7695,2.1999,96.173
B-1611,RSJKGSCJYJTIGS-UHFFFAOYSA-N,CCCCCCCCCCC,-7.5505,4.5371,156.313
B-1612,MNDSSKADVGDFDF-UHFFFAOYSA-N,Cc1cc(C)c(C)cn1,-0.7824,2.00686,121.183
B-1613,VHYFNPMBLIVWCW-UHFFFAOYSA-O,CN(C)c1cc[nH+]cc1,-0.2062,0.5667,123.179
B-1614,SFSXNVBMAODLGN-UHFFFAOYSA-N,CCc1cccc(C)n1,-0.8234,1.95242,121.183
B-1615,BPOVRAAUERBWFK-UHFFFAOYSA-N,OC(=O)C1(O)CCCCC1,-0.3328,0.7662,144.17
B-1616,VWYKSJIPZHRLNO-UHFFFAOYSA-N,Cc1cc(Cl)cc(C)c1O,-1.6763,2.66244,156.612
B-1618,AANUQVPVSJJCRI-UHFFFAOYSA-N,Clc1cnc2cncnc2n1,-0.8749,1.0732,166.571
B-1619,FHEHIXJLCWUPCZ-UHFFFAOYSA-N,Oc1ccc(CC=C)cc1O,-0.7787,1.8263,150.177
B-1620,FMKMKBLHMONXJM-UHFFFAOYSA-N,Cc1cc(N)n(n1)c2ccccc2,-0.9376,1.76292,173.219
B-1621,OAHMVZYHIJQTQC-UHFFFAOYSA-N,Oc1ccc(cc1)C2CCCCC2,-3.468,3.4399,176.259
B-1622,DFCAFRGABIXSDS-UHFFFAOYSA-N,CCSC(=O)N(CC)C1CCCCC1,-3.4037,3.5141,215.362
B-1623,ISXUHJXWYNONDI-UHFFFAOYSA-L,Cl[Sn](Cl)(c1ccccc1)c2ccccc2,-3.8373,2.7206,343.829
B-1624,ZCUPBJOZMPROIJ-UHFFFAOYSA-N,CCCCN1C(=O)N(C)c2ncn(C)c2C1=O,-1.6252,0.2338,236.275
B-1625,OUDSBRTVNLOZBN-UHFFFAOYSA-N,Cc1ccc(cc1)[S](=O)(=O)NC(=O)NN2CCCCCC2,-3.6778,1.77392,311.407
B-1626,PMTSPAGBAFCORP-DGORKHCUSA-N,COC1[C@H](O)C(C)O[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CCC4C3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)C1O,-3.1373,2.2892,548.673
B-1628,KJXMXCRSMLOXBM-UHFFFAOYSA-N,CCC(C(CC)C(O)=O)C(O)=O,-0.8608,1.208,174.196
B-1629,YYLQUHNPNCGKJQ-NHYDCYSISA-N,N[C@@H]([C@@H](O)C(O)=O)C(O)=O,-0.8271,-2.1562,149.102
B-1630,UWHSPZZUAYSGTB-UHFFFAOYSA-N,CCN(CC)C(=O)N(CC)CC,-0.6341,1.79,172.272
B-1631,WXNXCEHXYPACJF-ZETCQYMHSA-N,CC(C)C[C@H](NC(C)=O)C(O)=O,-1.3301,0.6218,173.212
B-1633,CLFRCXCBWIQVRN-UHFFFAOYSA-N,Oc1ccc(O)c(C=O)c1,-1.0004,0.9103,138.122
B-1634,GYDJEQRTZSCIOI-UHFFFAOYSA-N,NCC1CCC(CC1)C(O)=O,0.0255,0.8361,157.213
B-1635,ZTNANFDSJRRZRJ-UHFFFAOYSA-N,Cc1cc(C)c2ccccc2n1,-1.9424,2.85164,157.216
B-1637,UAQVHNZEONHPQG-UHFFFAOYSA-N,CC(NC(=O)c1ccccc1)C(O)=O,-1.6839,0.8895,193.202
B-1638,XTKVNQKOTKPCKM-UHFFFAOYSA-N,COC(=O)CNC(=O)c1ccccc1,-1.0556,0.5894,193.202
B-1639,QXBUYALKJGBACG-UHFFFAOYSA-N,CN1c2ccccc2Sc3ccccc13,-5.5934,3.9191,213.305
B-1641,RIKCMEDSBFQFAL-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1ccc(O)cc1,-4.2224,3.9095,250.338
B-1642,ONKNPOPIGWHAQC-UHFFFAOYSA-N,CC1COCc2cc3c(cc12)C(C)(C)C(C)C3(C)C,-5.1693,4.5252,258.405
B-1643,ZMMJGEGLRURXTF-UHFFFAOYSA-N,[Br-].CC[n+]1c2cc(N)ccc2c3ccc(N)cc3c1c4ccccc4,-1.2948,1.1358,394.316
B-1644,CGSLYBDCEGBZCG-UHFFFAOYSA-N,CCCCC(CC)CO[P](=O)(Oc1ccccc1)Oc2ccccc2,-5.2804,6.4855,362.406
B-1645,QATHNKNPUVVKHK-UHFFFAOYSA-N,CN1N(C(=O)C(=C1C)CC2=C(C)N(C)N(C2=O)c3ccccc3)c4ccccc4,-2.9549,2.87304,388.471
B-1646,DGQLVPJVXFOQEV-NGOCYOHBSA-N,Cc1c(C(O)=O)c(O)cc2C(=O)c3c(O)c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3C(=O)c12,-2.5784,-1.19408,492.389
B-1650,WWPTYZFXUOTSDY-UHFFFAOYSA-N,CC(C)C(C)C(C)C(O)C#CC(C)C(C)O,-2.2756,2.2958,226.36
B-1651,DGQLVPJVXFOQEV-UHFFFAOYSA-N,Cc1c(C(O)=O)c(O)cc2C(=O)c3c(O)c(O)c(C4OC(CO)C(O)C(O)C4O)c(O)c3C(=O)c12,-2.5784,-1.19408,492.389
B-1652,AFHJQYHRLPMKHU-WEZNYRQKSA-N,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@@H]2c3cccc(O)c3C(=O)c4c(O)cc(CO)cc24,-1.7025,-0.8912,418.398
B-1653,XYCDHXSQODHSLG-UHFFFAOYSA-N,NCCO.Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O,-3.5891,2.7969,388.207
B-1654,ZJMLMBICUVVJDX-UHFFFAOYSA-N,C1CN(CCO1)C(c2ccccc2)(c3ccccc3)c4ccccc4,-7.2168,4.3107,329.443
B-1655,IIPZYDQGBIWLBU-UHFFFAOYSA-N,CC(C)(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-4.7274,2.5061,240.215
B-1656,ISHCVXKNSGUMPL-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(NN=C2C=CC(=O)C=C2)cc1,-4.796,2.0578,243.222
B-1657,IBBMAWULFFBRKK-UHFFFAOYSA-N,NC(=O)c1ccccn1,0.1685,0.1805,122.127
B-1658,GOQYKNQRPGWPLP-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCO,-7.506,5.8501,256.474
B-1659,DPYMAXOKJUBANR-UHFFFAOYSA-N,CC1CN(CC(C)O1)N=O,-0.0655,0.777,144.174
B-1661,UTBIMNXEDGNJFE-UHFFFAOYSA-N,Cc1ccc(C)c(C)n1,-0.5893,2.00686,121.183
B-1663,PEHSSTUGJUBZBI-UHFFFAOYSA-N,Oc1ccc2CCCc2c1,-1.3285,1.8809,134.178
B-1664,FQDIANVAWVHZIR-UPHRSURJSA-N,ClC\C=C/CCl,-2.3333,2.0202,124.998
B-1665,QBBKKFZGCDJDQK-SSDOTTSWSA-N,CC[C@@H]1CCCCN1,-0.3463,1.5385,113.204
B-1667,GVNVAWHJIKLAGL-UHFFFAOYSA-N,O=C1CCCCC1C2=CCCCC2,-2.774,3.2461,178.275
B-1668,VRJBEVQGJOSGOX-UHFFFAOYSA-N,CC(=O)Oc1ccc(Br)cc1C(O)=O,-2.5895,2.0726,259.055
B-1671,XILORGWKMLOGKF-UHFFFAOYSA-N,CCN(CC)C(=O)CCC(O)=O,-0.7937,0.7196,173.212
B-1673,PGUKYDVWVXRPKK-UHFFFAOYSA-N,COc1ccc(NC(N)=O)cc1,-1.5917,1.1858,166.18
B-1674,YBUGOACXDPDUIR-UHFFFAOYSA-N,COc1ccc(O)c(c1)[N+]([O-])=O,-2.8409,1.309,169.136
B-1675,FENFUOGYJVOCRY-UHFFFAOYSA-N,CCCOCC(C)O,0.9275,0.7938,118.176
B-1676,GJYMQFMQRRNLCY-ONEGZZNKSA-N,C/C=C/C(C)O,0.0152,0.9433,86.134
B-1677,RHPUJHQBPORFGV-UHFFFAOYSA-N,Cc1cc(Cl)ccc1O,-1.552,2.35402,142.585
B-1678,WJQZZLQMLJPKQH-UHFFFAOYSA-N,Cc1cc(Cl)cc(Cl)c1O,-2.0439,3.00742,177.03
B-1679,AJVBPNRMKNARPG-UHFFFAOYSA-N,NC(=O)c1cccc(c1)[S](N)(=O)=O,-2.1554,-0.5671,200.219
B-1680,VWWPGQPTCCQNIO-UHFFFAOYSA-N,OC(=O)C=C(Br)Br,-0.8358,1.7022,229.855
B-1682,MIWFLWHJKFXSDI-UHFFFAOYSA-N,CC(NC(N)=O)NC(N)=O,-0.5916,-1.331,146.15
B-1683,KZDDDHJBINUIKQ-UHFFFAOYSA-N,NC(=O)NN=C1CCCCC1,-1.4127,0.9748,155.201
B-1684,GZKLCZIMSAHQDR-UHFFFAOYSA-N,OC(=O)CCC(=O)c1ccc2ccccc2c1,-3.8533,2.8873,228.247
B-1685,NOQGZXFMHARMLW-UHFFFAOYSA-N,CN(C)NC(=O)CCC(O)=O,-0.2046,-0.556,160.173
B-1686,BRBAEHHXGZRCBK-UHFFFAOYSA-N,OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,-1.585,-1.41,271.138
B-1687,PXWUKZGIHQRDHL-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(OC)n1,-2.0696,1.1323,211.269
B-1688,STSRVFAXSLNLLI-ARJAWSKDSA-N,C=C\C=C/C#N,-0.7221,1.25218,79.102
B-1690,DSOOGBGKEWZRIH-UHFFFAOYSA-N,CN(C)C1CSSC1,-1.873,1.3116,149.284
B-1691,WSORODGWGUUOBO-UHFFFAOYSA-N,CCOC(=O)CC(S[P](=O)(OC)OC)C(=O)OCC,-1.6223,2.0054,314.296
B-1692,VPIAKHNXCOTPAY-UHFFFAOYSA-N,CCCCCCCS,-4.1549,2.8866,132.272
B-1693,BXPMAGSOWXBZHS-WEVVVXLNSA-N,CNC(=O)O\N=C\C(C)(C)[S](C)=O,-0.8673,0.4853,206.267
B-1694,YRRKLBAKDXSTNC-WEVVVXLNSA-N,CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,-1.3469,0.1514,222.266
B-1695,SKDFWEPBABSFMG-UHFFFAOYSA-N,FC(F)(Cl)CCl,-2.2007,2.0568,134.94
B-1696,XMUJIPOFTAHSOK-UHFFFAOYSA-N,CCCCCCCCCC(C)O,-2.9418,3.5079,172.312
B-1697,BWDBEAQIHAEVLV-UHFFFAOYSA-N,CC(C)CCCCCO,-2.3038,2.1951,130.231
B-1698,NPAXPTHCUCUHPT-UHFFFAOYSA-N,Cc1cnc2c(ccc3c(C)c(C)cnc23)c1C,-5.1939,4.01668,236.318
B-1699,ODQWQRRAPPTVAG-GZTJUZNOSA-N,CN(C)CC\C=C1/c2ccccc2COc3ccccc13,-3.9469,3.9624,279.383
B-1700,IIEWJVIFRVWJOD-UHFFFAOYSA-N,CCC1CCCCC1,-4.2507,2.9767,112.216
B-1701,NQFUSWIGRKFAHK-UHFFFAOYSA-N,CC1(C)C2CC3OC3(C)C1C2,-2.5937,2.2099,152.237
B-1702,YFBZUWUJSCLVST-UHFFFAOYSA-N,CC1(C)OC(=O)c2ccccc12,-1.8684,2.0921,162.188
B-1703,JTSBGMZPPPULTA-UHFFFAOYSA-N,O=C1C=CC(C=C1)=NNc2ccccc2,-3.3429,2.1496,198.225
B-1705,UPMXNNIRAGDFEH-UHFFFAOYSA-N,Oc1c(Br)cc(cc1Br)C#N,-3.3284,2.78888,276.915
B-1706,DQKWXTIYGWPGOO-UHFFFAOYSA-N,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,-6.7023,5.34918,403.114
B-1707,VKWCOHVAHQOJGU-UHFFFAOYSA-N,ClC1=C(Cl)C(=O)N(N=C1)c2ccccc2,-3.3822,2.5393,241.077
B-1708,WYKYKTKDBLFHCY-UHFFFAOYSA-N,NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,-2.7436,1.4681,221.647
